symbol,type,role,entry_time,entry_price,sl,volume,mfe,mae,is_risk_bearing,point,status,is_adapted,phenomenon,exit_price,exit_time,profit
Jump 75 Index,SELL,Runner,2026-06-13 02:30:00,8004.33,7907.984024324175,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7907.984024324175,2026-06-13 03:00:00,9634597.567582477
Jump 75 Index,SELL,Scalper,2026-06-13 06:00:00,8046.0,7947.633728409288,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.633728409288,2026-06-13 06:30:00,9836627.159071213
Jump 75 Index,SELL,Runner,2026-06-13 06:00:00,8046.0,7947.633728409288,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.633728409288,2026-06-13 06:30:00,9836627.159071213
Jump 75 Index,SELL,Scalper,2026-06-13 08:30:00,8041.46,7961.9724016203445,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7961.9724016203445,2026-06-13 09:00:00,7948759.837965554
Jump 75 Index,SELL,Runner,2026-06-13 08:30:00,8041.46,7961.9724016203445,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7961.9724016203445,2026-06-13 09:00:00,7948759.837965554
Jump 75 Index,BUY,Scalper,2026-06-14 22:30:00,7928.33,8030.327868667628,0.01,18839000.000000034,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,8030.327868667628,2026-06-14 23:30:00,10199786.86676277
Jump 75 Index,BUY,Runner,2026-06-14 22:30:00,7928.33,8030.327868667628,0.01,18839000.000000034,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,8030.327868667628,2026-06-14 23:30:00,10199786.86676277
Jump 75 Index,BUY,Scalper,2026-06-15 03:00:00,7950.39,7991.933492000588,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7991.933492000588,2026-06-15 03:30:00,4154349.200058732
Jump 75 Index,BUY,Runner,2026-06-15 03:00:00,7950.39,7991.933492000588,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7991.933492000588,2026-06-15 03:30:00,4154349.200058732
DEX 900 DOWN Index,SELL,Scalper,2026-06-15 09:30:00,21788.74,21734.189542053933,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21734.189542053933,2026-06-15 10:00:00,5455045.79460685
DEX 900 DOWN Index,SELL,Runner,2026-06-15 09:30:00,21788.74,21734.189542053933,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21734.189542053933,2026-06-15 10:00:00,5455045.79460685
Volatility 75 Index,BUY,Scalper,2026-06-15 09:30:00,36924.95,37364.583988304475,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,37364.583988304475,2026-06-15 10:00:00,43963398.83044784
Volatility 75 Index,BUY,Runner,2026-06-15 09:30:00,36924.95,37364.583988304475,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,37364.583988304475,2026-06-15 10:00:00,43963398.83044784
DEX 900 DOWN Index,BUY,Scalper,2026-06-15 13:30:00,21764.32,21704.3257595936,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21704.3257595936,2026-06-15 14:00:00,-5999424.040639861
DEX 900 DOWN Index,BUY,Runner,2026-06-15 13:30:00,21764.32,21702.896915,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21702.896915,2026-06-15 14:00:00,-6142308.499999854
Jump 10 Index,SELL,Scalper,2026-06-15 16:00:00,94843.98,94669.55365492245,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94669.55365492245,2026-06-15 16:30:00,17442634.507754702
Jump 10 Index,SELL,Runner,2026-06-15 16:00:00,94843.98,94669.55365492245,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94669.55365492245,2026-06-15 16:30:00,17442634.507754702
Jump 10 Index,SELL,Scalper,2026-06-15 17:30:00,94861.08,94700.97350255914,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94700.97350255914,2026-06-15 18:00:00,16010649.744086549
Jump 10 Index,SELL,Runner,2026-06-15 17:30:00,94861.08,94700.97350255914,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94700.97350255914,2026-06-15 18:00:00,16010649.744086549
Jump 10 Index,SELL,Scalper,2026-06-15 19:30:00,94906.08,94749.49764030759,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94749.49764030759,2026-06-15 20:00:00,15658235.96924165
Jump 10 Index,SELL,Runner,2026-06-15 19:30:00,94906.08,94749.49764030759,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94749.49764030759,2026-06-15 20:00:00,15658235.96924165
Jump 10 Index,SELL,Scalper,2026-06-15 20:30:00,94893.15,94754.76318122973,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94754.76318122973,2026-06-15 21:00:00,13838681.877026102
Jump 10 Index,SELL,Runner,2026-06-15 20:30:00,94893.15,94754.76318122973,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,94754.76318122973,2026-06-15 21:00:00,13838681.877026102
XAGUSD,BUY,Runner,2026-06-12 13:30:00,66.943,69.85327766611879,0.01,4370999.999999996,-745000.0000000045,False,0.001,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,69.85327766611879,2026-06-15 22:00:00,2910277.6661187876
DEX 900 DOWN Index,SELL,Scalper,2026-06-16 23:00:00,21529.34,21293.729478084846,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21293.729478084846,2026-06-16 23:30:00,23561052.19151541
DEX 900 DOWN Index,SELL,Runner,2026-06-16 23:00:00,21529.34,21293.729478084846,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21293.729478084846,2026-06-16 23:30:00,23561052.19151541
DEX 900 DOWN Index,SELL,Scalper,2026-06-17 05:00:00,21409.59,21373.09376665592,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21373.09376665592,2026-06-17 05:30:00,3649623.33440817
DEX 900 DOWN Index,SELL,Runner,2026-06-17 05:00:00,21409.59,21373.09376665592,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,21373.09376665592,2026-06-17 05:30:00,3649623.33440817
XAGUSD,BUY,Scalper,2026-06-17 13:00:00,69.944,70.06890926781588,0.01,884000.0000000003,0.0,False,0.001,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,70.06890926781588,2026-06-17 14:30:00,124909.2678158803
XAGUSD,BUY,Runner,2026-06-17 13:00:00,69.944,70.06890926781588,0.01,884000.0000000003,0.0,False,0.001,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,70.06890926781588,2026-06-17 14:30:00,124909.2678158803
DEX 900 DOWN Index,SELL,Scalper,2026-06-17 18:00:00,21387.8,21310.05944863636,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21310.05944863636,2026-06-17 18:30:00,7774055.136364041
DEX 900 DOWN Index,SELL,Runner,2026-06-17 18:00:00,21387.8,21310.05944863636,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21310.05944863636,2026-06-17 18:30:00,7774055.136364041
Volatility 75 Index,BUY,Scalper,2026-06-18 02:30:00,38231.08,38536.90188991189,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38536.90188991189,2026-06-18 03:00:00,30582188.991188742
Volatility 75 Index,BUY,Runner,2026-06-18 02:30:00,38231.08,38536.90188991189,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38536.90188991189,2026-06-18 03:00:00,30582188.991188742
Volatility 75 Index,BUY,Scalper,2026-06-18 03:30:00,38203.76,38503.11669268683,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38503.11669268683,2026-06-18 04:00:00,29935669.26868298
Volatility 75 Index,BUY,Runner,2026-06-18 03:30:00,38203.76,38503.11669268683,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38503.11669268683,2026-06-18 04:00:00,29935669.26868298
Volatility 75 Index,BUY,Scalper,2026-06-18 16:30:00,38091.25,38148.835324917876,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38148.835324917876,2026-06-18 17:00:00,5758532.491787627
Volatility 75 Index,BUY,Runner,2026-06-18 16:30:00,38091.25,38148.835324917876,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38148.835324917876,2026-06-18 17:00:00,5758532.491787627
Jump 75 Index,SELL,Scalper,2026-06-20 14:00:00,8283.69,8214.543313025242,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,8214.543313025242,2026-06-20 14:30:00,6914668.697475826
Jump 75 Index,SELL,Runner,2026-06-20 14:00:00,8283.69,8214.543313025242,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,8214.543313025242,2026-06-20 14:30:00,6914668.697475826
Jump 75 Index,SELL,Scalper,2026-06-20 16:30:00,8217.41,8194.44535238407,0.01,21896000.000000004,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,8194.44535238407,2026-06-20 19:30:00,2296464.7615930517
Jump 75 Index,SELL,Runner,2026-06-20 16:30:00,8217.41,8194.44535238407,0.01,21896000.000000004,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,8194.44535238407,2026-06-20 19:30:00,2296464.7615930517
Volatility 75 Index,SELL,Scalper,2026-06-21 06:30:00,38155.38,38086.28453448356,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38086.28453448356,2026-06-21 07:00:00,6909546.551643871
Volatility 75 Index,SELL,Runner,2026-06-21 06:30:00,38155.38,38086.28453448356,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,38086.28453448356,2026-06-21 07:00:00,6909546.551643871
Jump 50 Index,BUY,Scalper,2026-06-21 15:30:00,65935.07,66222.53700426938,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66222.53700426938,2026-06-21 16:00:00,28746700.426937606
Jump 50 Index,BUY,Runner,2026-06-21 15:30:00,65935.07,66222.53700426938,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66222.53700426938,2026-06-21 16:00:00,28746700.426937606
Jump 50 Index,BUY,Scalper,2026-06-21 16:30:00,66000.63,66190.24397818177,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66190.24397818177,2026-06-21 17:00:00,18961397.81817619
Jump 50 Index,BUY,Runner,2026-06-21 16:30:00,66000.63,66190.24397818177,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66190.24397818177,2026-06-21 17:00:00,18961397.81817619
Jump 50 Index,BUY,Scalper,2026-06-21 20:00:00,65991.96,66060.19139823032,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66060.19139823032,2026-06-21 20:30:00,6823139.8230316695
Jump 50 Index,BUY,Runner,2026-06-21 20:00:00,65991.96,66060.19139823032,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,66060.19139823032,2026-06-21 20:30:00,6823139.8230316695
XAGUSD,SELL,Scalper,2026-06-19 11:30:00,64.395,65.20329495526276,0.01,215999.99999999398,-983000.0000000041,True,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,65.20329495526276,2026-06-22 00:30:00,-808294.9552627667
DEX 1500 DOWN Index,SELL,Scalper,2026-06-23 13:00:00,32072.91,31918.293038024978,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,31918.293038024978,2026-06-23 13:30:00,15461696.19750217
DEX 1500 DOWN Index,SELL,Runner,2026-06-23 13:00:00,32072.91,31918.293038024978,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,31918.293038024978,2026-06-23 13:30:00,15461696.19750217
Jump 75 Index,SELL,Scalper,2026-06-23 14:00:00,7965.85,7887.195895320674,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7887.195895320674,2026-06-23 14:30:00,7865410.467932634
Jump 75 Index,SELL,Runner,2026-06-23 14:00:00,7965.85,7887.195895320674,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7887.195895320674,2026-06-23 14:30:00,7865410.467932634
DEX 1500 DOWN Index,SELL,Scalper,2026-06-23 15:00:00,32053.61,31945.235317484206,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,31945.235317484206,2026-06-23 15:30:00,10837468.251579411
DEX 1500 DOWN Index,SELL,Runner,2026-06-23 15:00:00,32053.61,31945.235317484206,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,31945.235317484206,2026-06-23 15:30:00,10837468.251579411
Jump 75 Index,SELL,Scalper,2026-06-23 15:00:00,7944.23,7892.010367037655,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7892.010367037655,2026-06-23 15:30:00,5221963.29623448
Jump 75 Index,SELL,Runner,2026-06-23 15:00:00,7944.23,7892.010367037655,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7892.010367037655,2026-06-23 15:30:00,5221963.29623448
Jump 75 Index,SELL,Scalper,2026-06-23 17:30:00,7951.9,7911.443979704556,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7911.443979704556,2026-06-23 18:00:00,4045602.029544352
Jump 75 Index,SELL,Runner,2026-06-23 17:30:00,7951.9,7911.443979704556,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7911.443979704556,2026-06-23 18:00:00,4045602.029544352
Jump 75 Index,SELL,Scalper,2026-06-23 19:00:00,7938.81,7919.792138983207,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7919.792138983207,2026-06-23 19:30:00,1901786.1016793177
Jump 75 Index,SELL,Runner,2026-06-23 19:00:00,7938.81,7919.792138983207,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7919.792138983207,2026-06-23 19:30:00,1901786.1016793177
Jump 10 Index,BUY,Scalper,2026-06-23 20:30:00,98423.15,98435.22792213346,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,98435.22792213346,2026-06-23 21:00:00,1207792.2133466927
Jump 10 Index,BUY,Runner,2026-06-23 20:30:00,98423.15,98435.22792213346,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,98435.22792213346,2026-06-23 21:00:00,1207792.2133466927
Jump 75 Index,SELL,Scalper,2026-06-23 21:30:00,7918.03,7926.627662843971,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7926.627662843971,2026-06-23 22:00:00,-859766.2843971193
Jump 75 Index,SELL,Runner,2026-06-23 21:30:00,7918.03,7966.60779,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7966.60779,2026-06-23 22:00:00,-4857779.000000028
Jump 75 Index,SELL,Scalper,2026-06-23 23:00:00,7942.53,7932.941721102218,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7932.941721102218,2026-06-23 23:30:00,958827.8897781493
Jump 75 Index,SELL,Runner,2026-06-23 23:00:00,7942.53,7932.941721102218,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7932.941721102218,2026-06-23 23:30:00,958827.8897781493
Jump 10 Index,BUY,Scalper,2026-06-23 23:30:00,98423.99,98402.70881716699,0.01,6850000.0,-1712000.0000009895,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,98402.70881716699,2026-06-24 00:30:00,-2128118.283301592
Jump 10 Index,BUY,Runner,2026-06-23 23:30:00,98423.99,98382.20905,0.01,6850000.0,-1712000.0000009895,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,98382.20905,2026-06-24 00:30:00,-4178095.0000000303
Jump 75 Index,SELL,Scalper,2026-06-24 01:30:00,7983.28,7947.876459138052,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.876459138052,2026-06-24 02:00:00,3540354.0861947476
Jump 75 Index,SELL,Runner,2026-06-24 01:30:00,7983.28,7947.876459138052,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.876459138052,2026-06-24 02:00:00,3540354.0861947476
XAGUSD,SELL,Runner,2026-06-19 11:30:00,64.395,62.14417302897318,0.01,3673999.9999999995,-2754000.0000000047,False,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,62.14417302897318,2026-06-24 06:00:00,2250826.9710268183
XAGUSD,SELL,Scalper,2026-06-23 14:30:00,62.058,62.14417302897318,0.01,1337000.0000000033,-277999.9999999987,True,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,62.14417302897318,2026-06-24 06:00:00,-86173.02897317814
XAGUSD,SELL,Runner,2026-06-23 14:30:00,62.058,62.058,0.01,1337000.0000000033,-277999.9999999987,False,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,62.058,2026-06-24 06:00:00,0.0
Jump 75 Index,SELL,Scalper,2026-06-24 05:30:00,7952.89,7947.540238303836,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.540238303836,2026-06-24 06:00:00,534976.1696164024
Jump 75 Index,SELL,Runner,2026-06-24 05:30:00,7952.89,7947.540238303836,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7947.540238303836,2026-06-24 06:00:00,534976.1696164024
Jump 75 Index,SELL,Scalper,2026-06-24 07:00:00,7974.55,7952.428994400404,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7952.428994400404,2026-06-24 07:30:00,2212100.5599596174
Jump 75 Index,SELL,Runner,2026-06-24 07:00:00,7974.55,7952.428994400404,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,7952.428994400404,2026-06-24 07:30:00,2212100.5599596174
Volatility 75 Index,BUY,Scalper,2026-06-24 16:30:00,38895.61,39102.63367874823,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,39102.63367874823,2026-06-24 17:00:00,20702367.87482281
Volatility 75 Index,BUY,Runner,2026-06-24 16:30:00,38895.61,39102.63367874823,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,39102.63367874823,2026-06-24 17:00:00,20702367.87482281
XAGUSD,SELL,Scalper,2026-06-24 08:00:00,61.526,58.05177958907853,0.01,5921000.0000000065,-105999.99999999454,False,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,58.05177958907853,2026-06-25 12:30:00,3474220.4109214754
XAGUSD,SELL,Runner,2026-06-24 08:00:00,61.526,58.05177958907853,0.01,5921000.0000000065,-105999.99999999454,False,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,58.05177958907853,2026-06-25 12:30:00,3474220.4109214754
XAGUSD,SELL,Scalper,2026-06-25 14:00:00,57.0,58.0245605753472,0.01,0.0,0.0,True,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,58.0245605753472,2026-06-25 14:30:00,-1024560.575347202
XAGUSD,SELL,Runner,2026-06-25 14:00:00,57.0,57.0,0.01,1307000.000000002,-1814000.0,False,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,57.0,2026-06-26 06:00:00,0.0
DEX 1500 DOWN Index,BUY,Scalper,2026-06-27 03:30:00,32143.31,32241.67158438962,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32241.67158438962,2026-06-27 04:00:00,9836158.438961865
DEX 1500 DOWN Index,BUY,Runner,2026-06-27 03:30:00,32143.31,32241.67158438962,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32241.67158438962,2026-06-27 04:00:00,9836158.438961865
DEX 1500 DOWN Index,BUY,Scalper,2026-06-27 05:00:00,32183.45,32231.693551438395,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32231.693551438395,2026-06-27 05:30:00,4824355.143839421
DEX 1500 DOWN Index,BUY,Runner,2026-06-27 05:00:00,32183.45,32231.693551438395,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32231.693551438395,2026-06-27 05:30:00,4824355.143839421
DEX 1500 DOWN Index,SELL,Scalper,2026-06-27 08:00:00,32182.61,32230.090930000002,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32230.090930000002,2026-06-27 08:30:00,-4748093.000000154
DEX 1500 DOWN Index,SELL,Runner,2026-06-27 08:00:00,32182.61,32230.090930000002,0.01,0.0,0.0,True,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,32230.090930000002,2026-06-27 08:30:00,-4748093.000000154
Jump 10 Index,SELL,Scalper,2026-06-27 09:30:00,97510.05,97360.41217430908,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97360.41217430908,2026-06-27 10:00:00,14963782.56909229
Jump 10 Index,SELL,Runner,2026-06-27 09:30:00,97510.05,97360.41217430908,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97360.41217430908,2026-06-27 10:00:00,14963782.56909229
Jump 10 Index,SELL,Scalper,2026-06-28 01:30:00,97326.73,97292.09779874946,0.01,24230999.99999977,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97292.09779874946,2026-06-28 03:00:00,3463220.1250540675
Jump 10 Index,SELL,Runner,2026-06-28 01:30:00,97326.73,97292.09779874946,0.01,24230999.99999977,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97292.09779874946,2026-06-28 03:00:00,3463220.1250540675
Jump 75 Index,SELL,Scalper,2026-06-28 10:30:00,7928.4,7766.380007625455,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7766.380007625455,2026-06-28 11:00:00,16201999.237454493
Jump 75 Index,SELL,Runner,2026-06-28 10:30:00,7928.4,7766.380007625455,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7766.380007625455,2026-06-28 11:00:00,16201999.237454493
Jump 75 Index,SELL,Scalper,2026-06-28 17:00:00,7949.1,7867.375687189469,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7867.375687189469,2026-06-28 17:30:00,8172431.281053104
Jump 75 Index,SELL,Runner,2026-06-28 17:00:00,7949.1,7867.375687189469,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7867.375687189469,2026-06-28 17:30:00,8172431.281053104
Jump 75 Index,SELL,Scalper,2026-06-28 18:30:00,7893.49,7865.007198404187,0.01,17296999.999999933,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7865.007198404187,2026-06-28 20:00:00,2848280.1595812817
Jump 75 Index,SELL,Runner,2026-06-28 18:30:00,7893.49,7865.007198404187,0.01,17296999.999999933,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,7865.007198404187,2026-06-28 20:00:00,2848280.1595812817
DEX 900 DOWN Index,BUY,Scalper,2026-06-28 22:00:00,21590.9,21976.331531182117,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21976.331531182117,2026-06-28 22:30:00,38543153.11821156
DEX 900 DOWN Index,BUY,Runner,2026-06-28 22:00:00,21590.9,21976.331531182117,0.01,0.0,0.0,False,0.01,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,21976.331531182117,2026-06-28 22:30:00,38543153.11821156
Jump 10 Index,BUY,Scalper,2026-06-29 08:00:00,97195.04,97231.71008777739,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97231.71008777739,2026-06-29 08:30:00,3667008.7777398294
Jump 10 Index,BUY,Runner,2026-06-29 08:00:00,97195.04,97231.71008777739,0.01,0.0,0.0,False,0.01,CLOSED_SL,True,MED_VOL_RANGING_NEUTRAL,97231.71008777739,2026-06-29 08:30:00,3667008.7777398294
XAGUSD,SELL,Scalper,2026-06-29 12:30:00,58.03,58.30626637040271,0.01,0.0,0.0,True,0.001,CLOSED_SL,False,MED_VOL_TRENDING_NEUTRAL,58.30626637040271,2026-06-29 13:00:00,-276266.37040270906
XAGUSD,SELL,Runner,2026-06-29 12:30:00,58.03,58.95182118640781,0.01,0.0,-637000.0000000005,True,0.001,CLOSED_END,False,MED_VOL_TRENDING_NEUTRAL,58.554,,-524000.00000000093
